Latitude,Longitude,Tags,Comment,Image
36.308052777777775,-82.36480833333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/47.jpeg'>
36.30705,-82.35678888888889,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/10.jpeg'>
36.31099444444444,-82.35898611111111,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/26.jpeg'>
36.31133333333333,-82.35887222222222,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/30.jpeg'>
36.311341666666664,-82.35878888888888,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/31.jpeg'>
36.311030555555554,-82.35895555555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/27.jpeg'>
36.31172222222222,-82.35926944444444,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/1.jpeg'>
36.307091666666665,-82.35671944444444,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/11.jpeg'>
36.308055555555555,-82.36479999999999,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/46.jpeg'>
36.310269444444444,-82.35839722222222,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/20.jpeg'>
36.312016666666665,-82.35592777777777,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/36.jpeg'>
36.31163055555555,-82.35582777777778,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/41.jpeg'>
36.310199999999995,-82.35816944444444,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/16.jpeg'>
36.30835,-82.36583055555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/6.jpeg'>
36.30811388888888,-82.36534166666667,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/7.jpeg'>
36.31018888888889,-82.35815555555556,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/17.jpeg'>
36.31164166666667,-82.35575833333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/40.jpeg'>
36.31190833333333,-82.35585833333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/37.jpeg'>
36.31058611111111,-82.35862777777777,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/21.jpeg'>
36.31227222222222,-82.35605555555556,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/34.jpeg'>
36.30811666666666,-82.36535555555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/8.jpeg'>
36.31058611111111,-82.35862777777777,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/22.jpeg'>
36.31011944444444,-82.35831388888889,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/18.jpeg'>
36.311905555555555,-82.35585833333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/38.jpeg'>
36.310116666666666,-82.36274722222221,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/4.jpeg'>
36.3108,-82.35679722222221,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/14.jpeg'>
36.309875,-82.35886388888888,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/43.jpeg'>
36.30999722222222,-82.35858888888889,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/42.jpeg'>
36.31079444444444,-82.35678888888889,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/15.jpeg'>
36.30840555555555,-82.36569999999999,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/5.jpeg'>
36.311794444444445,-82.35584999999999,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/39.jpeg'>
36.31023333333333,-82.358375,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/19.jpeg'>
36.31064166666666,-82.35866666666666,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/23.jpeg'>
36.30704166666666,-82.35678055555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/9.jpeg'>
36.31213888888889,-82.35596388888888,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/35.jpeg'>
36.31151111111111,-82.35967222222222,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/2.jpeg'>
36.31101666666667,-82.35895555555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/28.jpeg'>
36.31066388888889,-82.3567361111111,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/12.jpeg'>
36.307986111111106,-82.36303055555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/45.jpeg'>
36.31133333333333,-82.35875833333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/32.jpeg'>
36.31063888888889,-82.35866666666666,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/24.jpeg'>
36.31097777777777,-82.358925,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/25.jpeg'>
36.312263888888886,-82.35603333333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/33.jpeg'>
36.30976388888889,-82.35903055555555,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/44.jpeg'>
36.31066111111111,-82.35674166666666,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/13.jpeg'>
36.3112,-82.35906944444444,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/29.jpeg'>
36.310805555555554,-82.36073333333333,[tag],[comment],<img src='https://raw.githubusercontent.com/apzzd/Dangerous_Places/main/photos/3.jpeg'>
